id,user_id,event_type,timestamp,details
63,331482026,response_physical,2024-11-25 20:22:32.871908,
64,331482026,answer_physical,2024-11-25 20:22:34.783053,Хорошее
65,331482026,response_activity,2024-11-25 21:22:34.785023,
66,331482026,answer_activity,2024-11-25 21:22:46.041662,Работаю / Учусь
67,331482026,answer_emotional,2024-11-25 21:22:51.918528,Очень хорошее
68,331482026,response_physical,2024-11-25 21:22:52.164702,
69,331482026,answer_physical,2024-11-25 21:22:55.162882,Хорошее
70,331482026,response_activity,2024-11-25 22:22:55.165712,
71,331482026,answer_activity,2024-11-25 22:23:18.547450,Работаю / Учусь
72,331482026,answer_emotional,2024-11-25 22:23:20.696223,Очень хорошее
73,331482026,response_physical,2024-11-25 22:23:20.880148,
74,331482026,answer_physical,2024-11-25 22:23:23.537106,Нормальное
75,331482026,response_activity,2024-11-25 23:23:23.539720,
76,331482026,answer_activity,2024-11-26 00:05:41.036814,Работаю / Учусь
77,331482026,answer_emotional,2024-11-26 00:05:46.252780,Хорошее
78,331482026,response_physical,2024-11-26 00:05:46.435652,
79,331482026,answer_emotional,2024-11-26 00:05:48.982019,Критически плохое
80,331482026,response_physical,2024-11-26 00:05:49.166520,
81,331482026,answer_physical,2024-11-26 00:05:57.409030,Плохое
82,331482026,response_activity,2024-11-26 01:05:57.412369,
83,331482026,answer_activity,2024-11-26 10:06:22.212868,Работаю / Учусь
84,331482026,answer_emotional,2024-11-26 10:06:24.434050,Очень хорошее
85,331482026,response_physical,2024-11-26 10:06:24.622885,
86,331482026,answer_physical,2024-11-26 10:06:26.618964,Хорошее
87,331482026,response_activity,2024-11-26 11:06:26.628750,
88,331482026,answer_activity,2024-11-26 11:43:36.069037,Работаю / Учусь
89,331482026,answer_emotional,2024-11-26 11:43:38.443140,Прекрасное
90,331482026,response_physical,2024-11-26 11:43:38.638854,
91,331482026,answer_physical,2024-11-26 11:43:41.589704,Хорошее
92,331482026,response_activity,2024-11-26 12:43:41.593771,
93,331482026,answer_activity,2024-11-26 12:43:55.066164,Работаю / Учусь
94,331482026,answer_emotional,2024-11-26 12:43:58.411888,Очень хорошее
95,331482026,response_physical,2024-11-26 12:43:58.688646,
96,331482026,answer_physical,2024-11-26 12:44:00.526073,Хорошее
97,331482026,response_activity,2024-11-26 13:44:00.527757,
98,331482026,answer_activity,2024-11-26 13:45:31.721363,Работаю / Учусь
99,331482026,answer_emotional,2024-11-26 13:45:33.310301,Прекрасное
100,331482026,response_physical,2024-11-26 13:45:33.665754,
101,331482026,answer_physical,2024-11-26 13:45:36.100386,Отличное
102,331482026,response_activity,2024-11-26 14:45:36.108969,
103,331482026,answer_activity,2024-11-26 14:54:03.975904,Отдыхаю / Смотрю видео
104,331482026,answer_emotional,2024-11-26 14:54:07.665956,Хорошее
105,331482026,response_physical,2024-11-26 14:54:07.881807,
106,331482026,answer_physical,2024-11-26 14:54:10.470634,Хорошее
107,331482026,response_activity,2024-11-26 15:54:10.477711,
108,331482026,answer_activity,2024-11-26 15:56:06.883041,Работаю / Учусь
109,331482026,answer_emotional,2024-11-26 15:56:10.358357,Хорошее
110,331482026,response_physical,2024-11-26 15:56:10.557472,
111,331482026,answer_physical,2024-11-26 15:56:13.011123,Нормальное
112,331482026,response_activity,2024-11-26 16:56:13.011726,
113,331482026,answer_activity,2024-11-26 18:14:18.637395,Работаю / Учусь
114,331482026,answer_emotional,2024-11-26 18:14:21.355461,Нормальное
115,331482026,response_physical,2024-11-26 18:14:21.677762,
116,331482026,answer_physical,2024-11-26 18:14:23.362807,Плохое
117,331482026,response_activity,2024-11-26 19:14:23.363601,
118,331482026,answer_activity,2024-11-26 19:27:40.036687,Отдыхаю / Смотрю видео
119,331482026,answer_emotional,2024-11-26 19:27:45.155236,Удовлетворительное
120,331482026,response_physical,2024-11-26 19:27:45.340095,
121,331482026,answer_physical,2024-11-26 19:27:50.154515,Плохое
122,331482026,response_activity,2024-11-26 20:27:50.164779,
123,331482026,answer_activity,2024-11-26 21:09:39.700165,Отдыхаю / Смотрю видео
124,331482026,answer_emotional,2024-11-26 21:09:43.526927,Удовлетворительное
125,331482026,response_physical,2024-11-26 21:09:43.710670,
126,331482026,answer_physical,2024-11-26 21:09:48.547734,Плохое
127,331482026,response_activity,2024-11-26 22:09:48.550770,
128,331482026,answer_activity,2024-11-27 06:39:35.183648,Работаю / Учусь
129,331482026,answer_emotional,2024-11-27 06:39:37.324298,Очень хорошее
130,331482026,response_physical,2024-11-27 06:39:37.522493,
131,331482026,answer_physical,2024-11-27 06:39:39.608993,Хорошее
132,331482026,response_activity,2024-11-27 07:39:39.611286,
133,331482026,answer_activity,2024-11-27 07:41:13.791675,Работаю / Учусь
134,331482026,answer_emotional,2024-11-27 07:41:15.904195,Очень хорошее
135,331482026,response_physical,2024-11-27 07:41:16.131264,
136,331482026,answer_physical,2024-11-27 07:41:25.876194,Отличное
137,331482026,response_activity,2024-11-27 08:41:25.877555,
138,331482026,answer_activity,2024-11-27 08:41:43.223632,Работаю / Учусь
139,331482026,answer_emotional,2024-11-27 08:41:44.705625,Прекрасное
140,331482026,response_physical,2024-11-27 08:41:44.919008,
141,331482026,answer_physical,2024-11-27 08:41:46.375583,Отличное
142,331482026,response_activity,2024-11-27 09:41:46.383781,
143,331482026,answer_activity,2024-11-27 09:41:55.444801,Работаю / Учусь
144,331482026,answer_emotional,2024-11-27 09:41:58.199236,Прекрасное
145,331482026,response_physical,2024-11-27 09:41:58.392629,
146,331482026,answer_physical,2024-11-27 09:42:03.453672,Отличное
147,331482026,response_activity,2024-11-27 10:42:03.457741,
148,331482026,answer_activity,2024-11-27 11:08:17.940304,Другое
149,331482026,answer_emotional,2024-11-27 11:08:20.953358,Очень хорошее
150,331482026,response_physical,2024-11-27 11:08:21.154107,
151,331482026,answer_physical,2024-11-27 11:08:22.647393,Отличное
152,331482026,response_activity,2024-11-27 12:08:22.655786,
153,331482026,answer_activity,2024-11-27 12:15:55.308715,Работаю / Учусь
154,331482026,answer_emotional,2024-11-27 12:15:56.988185,Прекрасное
155,331482026,response_physical,2024-11-27 12:15:57.180314,
156,331482026,answer_physical,2024-11-27 12:15:58.425648,Отличное
157,331482026,response_activity,2024-11-27 13:15:58.430713,
158,331482026,answer_activity,2024-11-27 13:16:40.287236,Отдыхаю / Смотрю видео
159,331482026,answer_emotional,2024-11-27 13:16:42.609020,Очень хорошее
160,331482026,response_physical,2024-11-27 13:16:42.815590,
161,331482026,answer_physical,2024-11-27 13:16:44.507839,Хорошее
162,331482026,response_activity,2024-11-27 14:16:44.513147,
163,331482026,answer_activity,2024-11-27 14:41:16.247622,Отдыхаю / Смотрю видео
164,331482026,answer_emotional,2024-11-27 14:41:18.259506,Прекрасное
165,331482026,response_physical,2024-11-27 14:41:18.460354,
166,331482026,answer_physical,2024-11-27 14:41:19.838112,Хорошее
167,331482026,response_activity,2024-11-27 15:41:19.840737,
168,331482026,answer_activity,2024-11-27 16:38:06.298084,Отдыхаю / Смотрю видео
169,331482026,answer_emotional,2024-11-27 16:38:08.125618,Очень хорошее
170,331482026,response_physical,2024-11-27 16:38:08.363087,
171,331482026,answer_physical,2024-11-27 16:38:10.537457,Хорошее
172,331482026,response_activity,2024-11-27 17:38:10.547756,
173,331482026,answer_activity,2024-11-27 17:51:26.550137,Отдыхаю / Смотрю видео
174,331482026,answer_emotional,2024-11-27 17:51:46.705288,Очень хорошее
175,331482026,response_physical,2024-11-27 17:51:47.228742,
176,331482026,answer_physical,2024-11-27 17:51:48.693383,Хорошее
177,331482026,response_activity,2024-11-27 18:51:48.694815,
178,331482026,answer_activity,2024-11-27 19:00:13.322231,Отдыхаю / Смотрю видео
179,331482026,answer_emotional,2024-11-27 19:00:15.491676,Очень хорошее
180,331482026,response_physical,2024-11-27 19:00:15.777683,
181,331482026,answer_physical,2024-11-27 19:00:18.274696,Нормальное
182,331482026,response_activity,2024-11-27 20:00:18.277264,
183,331482026,answer_activity,2024-11-27 20:00:39.395253,Работаю / Учусь
184,331482026,answer_emotional,2024-11-27 20:00:40.978750,Прекрасное
185,331482026,response_physical,2024-11-27 20:00:41.172061,
186,331482026,answer_physical,2024-11-27 20:00:43.441601,Хорошее
187,331482026,response_activity,2024-11-27 21:00:43.449960,
188,331482026,answer_activity,2024-11-28 16:00:08.353291,Работаю / Учусь
189,331482026,answer_emotional,2024-11-28 16:00:11.274369,Очень хорошее
190,331482026,response_physical,2024-11-28 16:00:11.521601,
191,331482026,answer_physical,2024-11-28 16:00:13.982046,Хорошее
192,331482026,response_activity,2024-11-28 17:00:13.983721,
193,331482026,answer_activity,2024-11-28 17:00:27.754296,Отдыхаю / Смотрю видео
194,331482026,answer_emotional,2024-11-28 17:00:33.101117,Очень хорошее
195,331482026,response_physical,2024-11-28 17:00:33.326250,
196,331482026,answer_physical,2024-11-28 17:00:34.639354,Хорошее
197,331482026,response_activity,2024-11-28 18:00:34.640765,
198,331482026,answer_activity,2024-11-28 19:55:44.106346,Отдыхаю / Смотрю видео
199,331482026,answer_emotional,2024-11-28 19:55:46.657403,Очень хорошее
200,331482026,response_physical,2024-11-28 19:55:46.860687,
201,331482026,answer_physical,2024-11-28 19:55:49.127532,Хорошее
202,331482026,response_activity,2024-11-28 20:55:49.129182,
203,331482026,answer_activity,2024-11-28 20:55:55.503056,Работаю / Учусь
204,331482026,answer_emotional,2024-11-28 20:56:00.431792,Прекрасное
205,331482026,response_physical,2024-11-28 20:56:00.718739,
206,331482026,answer_physical,2024-11-28 20:56:03.341670,Хорошее
207,331482026,response_activity,2024-11-28 21:56:03.350753,
208,331482026,answer_activity,2024-11-29 07:56:19.061223,Работаю / Учусь
209,331482026,answer_emotional,2024-11-29 07:56:21.496738,Очень хорошее
210,331482026,response_physical,2024-11-29 07:56:21.794682,
211,331482026,answer_physical,2024-11-29 07:56:23.122973,Хорошее
212,331482026,response_activity,2024-11-29 08:56:23.124014,
213,331482026,answer_activity,2024-11-29 09:51:54.070997,Отдыхаю / Смотрю видео
214,331482026,answer_emotional,2024-11-29 09:52:00.851554,Очень хорошее
215,331482026,response_physical,2024-11-29 09:52:01.088490,
216,331482026,answer_physical,2024-11-29 09:52:03.777495,Хорошее
217,331482026,response_activity,2024-11-29 10:52:03.782693,
218,331482026,answer_activity,2024-11-29 11:19:21.927198,Другое
219,331482026,answer_emotional,2024-11-29 11:19:24.064675,Очень хорошее
220,331482026,response_physical,2024-11-29 11:19:24.271848,
221,331482026,answer_physical,2024-11-29 11:19:25.644235,Хорошее
222,331482026,response_activity,2024-11-29 12:19:25.645389,
223,331482026,answer_activity,2024-11-29 12:43:53.733329,Работаю / Учусь
224,331482026,answer_emotional,2024-11-29 12:43:56.797372,Хорошее
225,331482026,response_physical,2024-11-29 12:43:57.059854,
226,331482026,answer_physical,2024-11-29 12:44:08.276244,Хорошее
227,331482026,response_activity,2024-11-29 13:44:08.276955,
228,331482026,answer_activity,2024-11-29 13:59:21.386319,Работаю / Учусь
229,331482026,answer_emotional,2024-11-29 13:59:23.970413,Прекрасное
230,331482026,response_physical,2024-11-29 13:59:24.189090,
231,331482026,answer_physical,2024-11-29 13:59:25.239796,Отличное
232,331482026,response_activity,2024-11-29 14:59:25.242468,
233,331482026,answer_activity,2024-11-29 14:59:59.669089,Отдыхаю / Смотрю видео
234,331482026,answer_emotional,2024-11-29 15:00:04.317346,Нормальное
235,331482026,response_physical,2024-11-29 15:00:04.714134,
236,331482026,answer_physical,2024-11-29 15:00:08.319469,Нормальное
237,331482026,response_activity,2024-11-29 16:00:08.323757,
238,331482026,answer_activity,2024-11-29 16:03:18.531550,Работаю / Учусь
239,331482026,answer_emotional,2024-11-29 16:03:20.829748,Очень хорошее
240,331482026,response_physical,2024-11-29 16:03:21.022258,
241,331482026,answer_physical,2024-11-29 16:03:22.418369,Нормальное
242,331482026,response_activity,2024-11-29 17:03:22.419814,
243,331482026,answer_activity,2024-11-29 17:59:19.519297,Отдыхаю / Смотрю видео
244,331482026,answer_emotional,2024-11-29 17:59:22.049020,Хорошее
245,331482026,response_physical,2024-11-29 17:59:22.233012,
246,331482026,answer_physical,2024-11-29 17:59:23.366764,Нормальное
247,331482026,response_activity,2024-11-29 18:59:23.368907,
248,331482026,answer_activity,2024-11-29 19:11:33.186500,Отдыхаю / Смотрю видео
249,331482026,answer_emotional,2024-11-29 19:11:35.019131,Очень хорошее
250,331482026,response_physical,2024-11-29 19:11:35.213515,
251,331482026,answer_physical,2024-11-29 19:11:39.507765,Нормальное
252,331482026,response_activity,2024-11-29 20:11:39.509267,
253,331482026,answer_activity,2024-11-29 20:22:52.264937,Работаю / Учусь
254,331482026,answer_emotional,2024-11-29 20:22:54.068581,Прекрасное
255,331482026,response_physical,2024-11-29 20:22:54.277848,
256,331482026,answer_physical,2024-11-29 20:22:55.658873,Хорошее
257,331482026,response_activity,2024-11-29 21:22:55.662832,
258,331482026,answer_activity,2024-11-29 21:23:01.293320,Работаю / Учусь
259,331482026,answer_emotional,2024-11-29 21:23:02.737647,Очень хорошее
260,331482026,response_physical,2024-11-29 21:23:02.947939,
261,331482026,answer_physical,2024-11-29 21:23:04.688068,Нормальное
262,331482026,response_activity,2024-11-29 22:23:04.690634,
263,331482026,answer_activity,2024-11-29 22:23:28.157178,Отдыхаю / Смотрю видео
264,331482026,answer_emotional,2024-11-29 22:23:31.292632,Хорошее
265,331482026,response_physical,2024-11-29 22:23:31.475154,
266,331482026,answer_physical,2024-11-29 22:23:33.759391,Нормальное
267,331482026,response_activity,2024-11-29 23:23:33.760744,
268,331482026,answer_activity,2024-11-30 10:54:29.349281,Отдыхаю / Смотрю видео
269,331482026,answer_emotional,2024-11-30 10:54:32.080304,Очень хорошее
270,331482026,response_physical,2024-11-30 10:54:32.265612,
271,331482026,answer_physical,2024-11-30 10:54:34.099500,Хорошее
272,331482026,response_activity,2024-11-30 11:54:34.104720,
273,331482026,answer_activity,2024-11-30 12:10:21.357716,Гуляю
274,331482026,answer_emotional,2024-11-30 12:10:27.257511,Очень хорошее
275,331482026,response_physical,2024-11-30 12:10:27.453048,
276,331482026,answer_physical,2024-11-30 12:10:28.676701,Хорошее
277,331482026,response_activity,2024-11-30 13:10:28.685803,
278,331482026,answer_activity,2024-11-30 14:06:19.251316,Работаю / Учусь
279,331482026,answer_emotional,2024-11-30 14:06:20.800769,Очень хорошее
280,331482026,response_physical,2024-11-30 14:06:21.008544,
281,331482026,answer_physical,2024-11-30 14:06:22.438031,Хорошее
282,331482026,response_activity,2024-11-30 15:06:22.440484,
283,331482026,answer_activity,2024-11-30 17:32:39.033458,Отдыхаю / Смотрю видео
284,331482026,answer_emotional,2024-11-30 17:32:44.276574,Очень хорошее
285,331482026,response_physical,2024-11-30 17:32:44.538783,
286,331482026,answer_physical,2024-11-30 17:32:46.310727,Нормальное
287,331482026,response_activity,2024-11-30 18:32:46.313840,
288,331482026,answer_activity,2024-11-30 18:36:42.175735,Отдыхаю / Смотрю видео
289,331482026,answer_emotional,2024-11-30 18:37:03.884670,Очень хорошее
290,331482026,response_physical,2024-11-30 18:37:04.386588,
291,331482026,answer_physical,2024-11-30 18:37:08.368375,Хорошее
292,331482026,response_activity,2024-11-30 19:37:08.371546,
293,331482026,answer_activity,2024-11-30 21:11:44.187847,Отдыхаю / Смотрю видео
294,331482026,answer_emotional,2024-11-30 21:11:46.717982,Очень хорошее
295,331482026,response_physical,2024-11-30 21:11:46.919237,
296,331482026,answer_physical,2024-11-30 21:11:48.077044,Нормальное
297,331482026,response_activity,2024-11-30 22:11:48.078725,
298,331482026,answer_activity,2024-12-01 12:42:03.554729,Работаю / Учусь
299,331482026,answer_emotional,2024-12-01 12:42:05.644567,Очень хорошее
300,331482026,response_physical,2024-12-01 12:42:05.829160,
301,331482026,answer_physical,2024-12-01 12:42:07.079224,Хорошее
302,331482026,response_activity,2024-12-01 13:42:07.081831,
303,331482026,answer_activity,2024-12-01 13:42:15.996253,Работаю / Учусь
304,331482026,answer_emotional,2024-12-01 13:42:18.035596,Очень хорошее
305,331482026,response_physical,2024-12-01 13:42:18.230797,
306,331482026,answer_physical,2024-12-01 13:42:19.941794,Отличное
307,331482026,response_activity,2024-12-01 14:42:19.951765,
308,331482026,answer_activity,2024-12-01 15:04:23.826057,Гуляю
309,331482026,answer_emotional,2024-12-01 15:04:26.864715,Очень хорошее
310,331482026,response_physical,2024-12-01 15:04:27.070947,
311,331482026,answer_physical,2024-12-01 15:04:28.368172,Хорошее
312,331482026,response_activity,2024-12-01 16:04:28.369504,
313,331482026,answer_activity,2024-12-01 19:34:48.270152,Работаю / Учусь
314,331482026,answer_emotional,2024-12-01 19:34:50.040449,Прекрасное
315,331482026,response_physical,2024-12-01 19:34:50.329932,
316,331482026,answer_physical,2024-12-01 19:34:52.137373,Отличное
317,331482026,response_activity,2024-12-01 20:34:52.138646,
318,331482026,answer_activity,2024-12-01 20:35:51.040144,Работаю / Учусь
319,331482026,answer_emotional,2024-12-01 20:35:52.966069,Прекрасное
320,331482026,response_physical,2024-12-01 20:35:53.149786,
321,331482026,answer_physical,2024-12-01 20:35:54.487635,Отличное
322,331482026,response_activity,2024-12-01 21:35:54.489894,
323,331482026,answer_activity,2024-12-01 21:36:24.744007,Работаю / Учусь
324,331482026,answer_emotional,2024-12-01 21:36:26.671038,Очень хорошее
325,331482026,response_physical,2024-12-01 21:36:26.850557,
326,331482026,answer_physical,2024-12-01 21:36:28.173109,Хорошее
327,331482026,response_activity,2024-12-01 22:36:28.175752,
328,331482026,answer_activity,2024-12-01 22:36:33.251468,Работаю / Учусь
329,331482026,answer_emotional,2024-12-01 22:36:34.771717,Очень хорошее
330,331482026,response_physical,2024-12-01 22:36:34.950637,
331,331482026,answer_physical,2024-12-01 22:36:36.161692,Отличное
332,331482026,response_activity,2024-12-01 23:36:36.164739,
333,331482026,answer_activity,2024-12-03 18:40:37.709940,Отдыхаю / Смотрю видео
334,331482026,answer_emotional,2024-12-03 18:40:39.738469,Очень хорошее
335,331482026,response_physical,2024-12-03 18:40:40.010189,
336,331482026,answer_physical,2024-12-03 18:40:41.286060,Хорошее
337,331482026,response_activity,2024-12-03 19:40:41.288531,
338,331482026,answer_activity,2024-12-03 19:47:55.675406,Отдыхаю / Смотрю видео
339,331482026,answer_emotional,2024-12-03 19:47:58.648802,Очень хорошее
340,331482026,response_physical,2024-12-03 19:47:58.930332,
341,331482026,answer_physical,2024-12-03 19:48:00.573196,Хорошее
342,331482026,response_activity,2024-12-03 20:48:00.579740,
343,331482026,answer_activity,2024-12-03 23:35:19.511372,Отдыхаю / Смотрю видео
344,331482026,answer_emotional,2024-12-03 23:35:21.014059,Очень хорошее
345,331482026,response_physical,2024-12-03 23:35:21.196363,
346,331482026,answer_physical,2024-12-03 23:35:25.894806,Нормальное
347,331482026,response_activity,2024-12-04 00:35:25.905493,
348,331482026,answer_activity,2024-12-04 09:20:48.780363,Отдыхаю / Смотрю видео
349,331482026,answer_emotional,2024-12-04 09:20:50.869100,Очень хорошее
350,331482026,response_physical,2024-12-04 09:20:51.174057,
351,331482026,answer_physical,2024-12-04 09:20:54.100806,Отличное
352,331482026,response_activity,2024-12-04 10:20:54.105730,
353,331482026,answer_activity,2024-12-04 11:17:56.275121,Работаю / Учусь
354,331482026,answer_emotional,2024-12-04 11:18:00.548985,Очень хорошее
355,331482026,response_physical,2024-12-04 11:18:00.754553,
356,331482026,answer_physical,2024-12-04 11:18:02.829993,Хорошее
357,331482026,response_activity,2024-12-04 12:18:02.831776,
358,331482026,answer_activity,2024-12-04 12:21:56.852486,Отдыхаю / Смотрю видео
359,331482026,answer_emotional,2024-12-04 12:22:00.468676,Очень хорошее
360,331482026,response_physical,2024-12-04 12:22:00.678009,
361,331482026,answer_physical,2024-12-04 12:22:01.875082,Хорошее
362,331482026,response_activity,2024-12-04 13:22:01.881411,
363,331482026,answer_activity,2024-12-04 13:22:09.427179,Отдыхаю / Смотрю видео
364,331482026,answer_emotional,2024-12-04 13:22:11.035595,Очень хорошее
365,331482026,response_physical,2024-12-04 13:22:11.231118,
366,331482026,answer_physical,2024-12-04 13:22:13.284874,Хорошее
367,331482026,response_activity,2024-12-04 14:22:13.285749,
368,331482026,answer_activity,2024-12-04 14:22:20.052983,Отдыхаю / Смотрю видео
369,331482026,answer_emotional,2024-12-04 14:22:21.874984,Очень хорошее
370,331482026,response_physical,2024-12-04 14:22:22.061239,
371,331482026,answer_physical,2024-12-04 14:22:23.463253,Отличное
372,331482026,response_activity,2024-12-04 15:22:23.466877,
373,331482026,answer_activity,2024-12-04 15:22:56.532973,Гуляю
374,331482026,answer_emotional,2024-12-04 15:22:58.101420,Очень хорошее
375,331482026,response_physical,2024-12-04 15:22:58.321989,
376,331482026,answer_physical,2024-12-04 15:22:59.452983,Хорошее
377,331482026,response_activity,2024-12-04 16:22:59.455587,
378,331482026,answer_activity,2024-12-04 17:09:00.927352,Гуляю
379,331482026,answer_emotional,2024-12-04 17:09:03.328118,Хорошее
380,331482026,response_physical,2024-12-04 17:09:03.643687,
381,331482026,answer_physical,2024-12-04 17:09:05.916783,Нормальное
382,331482026,response_activity,2024-12-04 18:09:05.920818,
383,331482026,answer_activity,2024-12-04 18:16:40.736478,Отдыхаю / Смотрю видео
384,331482026,answer_emotional,2024-12-04 18:16:49.717082,Удовлетворительное
385,331482026,response_physical,2024-12-04 18:16:49.973086,
386,331482026,answer_physical,2024-12-04 18:16:51.503761,Нормальное
387,331482026,response_activity,2024-12-04 19:16:51.512739,
388,331482026,answer_activity,2024-12-04 19:53:50.252937,Работаю / Учусь
389,331482026,answer_emotional,2024-12-04 19:53:51.820136,Хорошее
390,331482026,response_physical,2024-12-04 19:53:52.009263,
391,331482026,answer_physical,2024-12-04 19:53:53.470416,Нормальное
392,331482026,response_activity,2024-12-04 20:53:53.471298,
393,331482026,answer_activity,2024-12-04 23:17:57.533941,Работаю / Учусь
394,331482026,answer_emotional,2024-12-04 23:18:00.016793,Очень хорошее
395,331482026,response_physical,2024-12-04 23:18:00.241379,
396,331482026,answer_physical,2024-12-04 23:18:02.596850,Хорошее
397,331482026,response_activity,2024-12-05 00:18:02.599633,
398,331482026,answer_activity,2024-12-05 00:18:10.447234,Работаю / Учусь
399,331482026,answer_emotional,2024-12-05 00:18:11.545834,Очень хорошее
400,331482026,response_physical,2024-12-05 00:18:11.730033,
401,331482026,answer_physical,2024-12-05 00:18:12.545677,Нормальное
402,331482026,response_activity,2024-12-05 01:18:12.547760,
403,331482026,answer_activity,2024-12-05 08:00:03.561961,Работаю / Учусь
404,331482026,answer_emotional,2024-12-05 08:00:05.499332,Очень хорошее
405,331482026,response_physical,2024-12-05 08:00:05.760881,
406,331482026,answer_physical,2024-12-05 08:00:07.448033,Хорошее
407,331482026,response_activity,2024-12-05 09:00:07.451781,
408,331482026,answer_activity,2024-12-05 09:47:03.609856,Работаю / Учусь
409,331482026,answer_emotional,2024-12-05 09:47:05.955708,Очень хорошее
410,331482026,response_physical,2024-12-05 09:47:06.260692,
411,331482026,answer_physical,2024-12-05 09:47:07.119809,Нормальное
412,331482026,response_activity,2024-12-05 10:47:07.130659,
413,331482026,answer_activity,2024-12-05 11:53:08.990221,Отдыхаю / Смотрю видео
414,331482026,answer_emotional,2024-12-05 11:53:11.417907,Очень хорошее
415,331482026,response_physical,2024-12-05 11:53:11.633038,
416,331482026,answer_physical,2024-12-05 11:53:12.687572,Нормальное
417,331482026,response_activity,2024-12-05 12:53:12.694689,
418,331482026,answer_activity,2024-12-06 12:31:30.905091,Отдыхаю / Смотрю видео
419,331482026,answer_emotional,2024-12-06 12:31:32.522455,Очень хорошее
